UserID, General Type of Interaction, Time, Specific Type of Interaction, Seated or Standing Mode, Stage movement, stage rotation and scaling, session number 
525,triggerInteraction,55.66518,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,55.87523,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,56.34581,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,56.47892,deleteObject,seated,free,touchpads,1
525,triggerInteraction,56.75528,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,57.09724,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,57.55228,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,58.37378,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,58.79352,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,59.15439,deleteObject,seated,free,touchpads,1
525,triggerInteraction,59.64153,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,60.9561,deleteObject,seated,free,touchpads,1
525,triggerInteraction,60.9561,deleteObject,seated,free,touchpads,1
525,triggerInteraction,61.59787,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,62.02945,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,62.98294,deleteObject,seated,free,touchpads,1
525,triggerInteraction,63.9023,triggerNoTarget,seated,free,touchpads,1
525,triggerInteraction,64.76608,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,64.92521,grabObjectFromLibrary,seated,free,touchpads,1
525,navigation,65.87286,touchpadRotateStage,seated,free,touchpads,1
525,navigation,66.16073,touchpadRotateStage,seated,free,touchpads,1
525,navigation,66.41486,touchpadRotateStage,seated,free,touchpads,1
525,navigation,66.66962,touchpadRotateStage,seated,free,touchpads,1
525,triggerInteraction,67.24258,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,67.55252,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,68.88982,nonUniformScaleHandle,seated,free,touchpads,1
525,triggerInteraction,70.10001,RotationHandle,seated,free,touchpads,1
525,triggerInteraction,72.90452,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,73.16971,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,74.36035,triggerOnObject,seated,free,touchpads,1
525,navigation,76.12943,touchpadRotateStage,seated,free,touchpads,1
525,triggerInteraction,79.52538,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,79.68076,grabObjectFromLibrary,seated,free,touchpads,1
525,triggerInteraction,79.91325,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,81.15517,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,84.51201,stage,seated,free,touchpads,1
525,triggerInteraction,84.8773,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,85.57366,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,86.05948,stage,seated,free,touchpads,1
525,triggerInteraction,87.56346,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,87.7141,grabObjectFromLibrary,seated,free,touchpads,1
525,triggerInteraction,87.88428,touchpadMoveObject,seated,free,touchpads,1
525,triggerInteraction,90.71438,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,92.7159,triggerOnObject,seated,free,touchpads,1
525,navigation,93.76633,touchpadRotateStage,seated,free,touchpads,1
525,navigation,94.09846,touchpadRotateStage,seated,free,touchpads,1
525,navigation,94.37403,touchpadRotateStage,seated,free,touchpads,1
525,triggerInteraction,94.81644,triggerOnObject,seated,free,touchpads,1
525,triggerInteraction,96.04837,touchpadMoveObject,seated,free,touchpads,1
