UserID, General Type of Interaction, Time, Specific Type of Interaction, Seated or Standing Mode, Stage movement, stage rotation and scaling, session number 
35236,triggerInteraction,25.18363,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,26.37415,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,26.37415,duplicateObject,seated,free,touchpads,1
35236,triggerInteraction,27.53746,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,27.53746,duplicateObject,seated,free,touchpads,1
35236,triggerInteraction,28.60173,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,28.60173,duplicateObject,seated,free,touchpads,1
35236,triggerInteraction,29.9483,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,31.76142,uiElement,seated,free,touchpads,1
35236,triggerInteraction,32.40348,duplicateObjectUI,seated,free,touchpads,1
35236,triggerInteraction,32.40348,duplicateObjectUI,seated,free,touchpads,1
35236,triggerInteraction,32.40348,uiElement,seated,free,touchpads,1
35236,triggerInteraction,33.52749,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,33.82611,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,36.22616,uiElement,seated,free,touchpads,1
35236,triggerInteraction,38.27988,uiElement,seated,free,touchpads,1
35236,triggerInteraction,39.32932,uiElement,seated,free,touchpads,1
35236,triggerInteraction,39.97044,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,39.97044,duplicateObject,seated,free,touchpads,1
35236,triggerInteraction,40.8359,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,41.76335,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,43.0059,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,44.98796,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,46.94072,uiElement,seated,free,touchpads,1
35236,triggerInteraction,47.72459,duplicateObjectUI,seated,free,touchpads,1
35236,triggerInteraction,47.72459,duplicateObjectUI,seated,free,touchpads,1
35236,triggerInteraction,47.72459,uiElement,seated,free,touchpads,1
35236,triggerInteraction,49.50878,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,51.92428,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,53.28688,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,53.67339,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,61.25506,stage,seated,free,touchpads,1
35236,triggerInteraction,61.58701,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,62.5639,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,66.5901,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,68.70252,stage,seated,free,touchpads,1
35236,triggerInteraction,68.97849,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,69.31024,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,70.13725,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,70.82514,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,71.10152,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,71.10152,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,71.10152,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,71.49349,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,71.86524,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,72.29121,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,72.43388,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,72.43388,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,72.43388,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,72.73209,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,74.52683,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,74.52683,duplicateObject,seated,free,touchpads,1
35236,triggerInteraction,75.22835,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,76.36676,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,76.6095,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,78.03231,stage,seated,free,touchpads,1
35236,triggerInteraction,78.39662,touchpadMoveObject,seated,free,touchpads,1
35236,navigation,78.87138,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,79.24681,touchpadRotateStage,seated,free,touchpads,1
35236,triggerInteraction,85.86683,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,86.02219,grabObjectFromLibrary,seated,free,touchpads,1
35236,triggerInteraction,86.34635,touchpadMoveObject,seated,free,touchpads,1
35236,navigation,87.95269,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,88.27216,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,88.5598,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,88.87915,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,89.15566,touchpadRotateStage,seated,free,touchpads,1
35236,navigation,89.44334,touchpadRotateStage,seated,free,touchpads,1
35236,triggerInteraction,89.88397,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,94.3001,uiElement,seated,free,touchpads,1
35236,triggerInteraction,95.19532,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,95.19532,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,95.19532,deleteObject,seated,free,touchpads,1
35236,triggerInteraction,95.19532,deleteObjectUI,seated,free,touchpads,1
35236,triggerInteraction,95.19532,uiElement,seated,free,touchpads,1
35236,triggerInteraction,96.343,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,97.21313,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,99.21071,uiElement,seated,free,touchpads,1
35236,triggerInteraction,100.1869,uiElement,seated,free,touchpads,1
35236,triggerInteraction,100.9703,triggerOnObject,seated,free,touchpads,1
35236,triggerInteraction,101.3262,touchpadMoveObject,seated,free,touchpads,1
35236,triggerInteraction,102.9708,uiElement,seated,free,touchpads,1
