UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
2,navigation,12.22632,touchpadRotateStage,alwaysOpen,free,touchpads,1
2,triggerInteraction,14.50957,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,16.22162,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,18.26707,RotationHandle,alwaysOpen,free,touchpads,1
2,triggerInteraction,22.3587,triggerOnObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,24.08392,RotationHandle,alwaysOpen,free,touchpads,1
2,triggerInteraction,30.46642,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,30.82048,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,navigation,31.2069,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,32.04852,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,32.35818,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,33.84087,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
2,triggerInteraction,37.84383,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
2,triggerInteraction,43.78434,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
2,triggerInteraction,46.96109,triggerOnObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,51.47554,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,51.7741,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,65.73386,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,72.90317,touchpadRotateStage,alwaysOpen,free,touchpads,1
2,navigation,74.575,touchpadScaleStage,alwaysOpen,free,touchpads,1
2,navigation,83.07812,touchpadScaleStage,alwaysOpen,free,touchpads,1
2,navigation,87.76522,touchpadScaleStage,alwaysOpen,free,touchpads,1
2,navigation,89.81109,touchpadScaleStage,alwaysOpen,free,touchpads,1
2,navigation,91.72651,touchpadScaleStage,alwaysOpen,free,touchpads,1
2,triggerInteraction,108.0821,stage,alwaysOpen,free,touchpads,1
2,navigation,108.3918,touchpadMoveObject,alwaysOpen,free,touchpads,1
2,triggerInteraction,109.2333,triggerOnObject,alwaysOpen,free,touchpads,1
2,navigation,111.6582,touchpadRotateStage,alwaysOpen,free,touchpads,1
2,triggerInteraction,112.5432,FrustumHandle,alwaysOpen,free,touchpads,1
