UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
4367,triggerInteraction,12.35116,triggerOnObject,alwaysOpen,free,touchpads,1
4367,triggerInteraction,13.07116,triggerNoTarget,alwaysOpen,free,touchpads,1
4367,triggerInteraction,13.73337,RotationHandle,alwaysOpen,free,touchpads,1
4367,triggerInteraction,21.75381,RotationHandle,alwaysOpen,free,touchpads,1
4367,navigation,24.77401,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,navigation,25.11609,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,navigation,25.24369,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,navigation,25.54121,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,triggerInteraction,26.11526,RotationHandle,alwaysOpen,free,touchpads,1
4367,navigation,31.012,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,triggerInteraction,31.83867,RotationHandle,alwaysOpen,free,touchpads,1
4367,navigation,35.94466,touchpadRotateStage,alwaysOpen,free,touchpads,1
4367,triggerInteraction,37.71397,RotationHandle,alwaysOpen,free,touchpads,1
4367,triggerInteraction,40.53685,stage,alwaysOpen,free,touchpads,1
4367,triggerInteraction,41.66211,RotationHandle,alwaysOpen,free,touchpads,1
