UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
yeyrt,triggerInteraction,8.185377,triggerOnObject,alwaysOpen,free,touchpads,1
