UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
785,triggerInteraction,5.325384,triggerOnObject,alwaysOpen,free,touchpads,1
785,triggerInteraction,6.82372,RotationHandle,alwaysOpen,free,touchpads,1
785,triggerInteraction,11.52977,RotationHandle,alwaysOpen,free,touchpads,1
785,triggerInteraction,14.65514,triggerNoTarget,alwaysOpen,free,touchpads,1
785,navigation,16.04448,touchpadRotateStage,alwaysOpen,free,touchpads,1
785,navigation,16.42059,touchpadRotateStage,alwaysOpen,free,touchpads,1
785,navigation,16.59121,touchpadRotateStage,alwaysOpen,free,touchpads,1
785,triggerInteraction,17.06701,RotationHandle,alwaysOpen,free,touchpads,1
785,triggerInteraction,21.19291,triggerOnObject,alwaysOpen,free,touchpads,1
785,navigation,21.49064,touchpadMoveObject,alwaysOpen,free,touchpads,1
785,triggerInteraction,22.60565,RotationHandle,alwaysOpen,free,touchpads,1
785,triggerInteraction,26.72583,RotationHandle,alwaysOpen,free,touchpads,1
