UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
0756,triggerInteraction,8.526706,triggerOnObject,alwaysOpen,free,gesture,1
0756,triggerInteraction,9.984553,RotationHandle,alwaysOpen,free,gesture,1
0756,triggerInteraction,20.17031,triggerOnObject,alwaysOpen,free,gesture,1
0756,navigation,20.66624,touchpadMoveObject,alwaysOpen,free,gesture,1
0756,triggerInteraction,22.05362,RotationHandle,alwaysOpen,free,gesture,1
0756,triggerInteraction,31.28481,RotationHandle,alwaysOpen,free,gesture,1
0756,navigation,44.87068,touchpadMoveObject,alwaysOpen,free,gesture,1
0756,triggerInteraction,47.76259,RotationHandle,alwaysOpen,free,gesture,1
0756,triggerInteraction,56.67393,RotationHandle,alwaysOpen,free,gesture,1
0756,triggerInteraction,60.88841,RotationHandle,alwaysOpen,free,gesture,1
0756,triggerInteraction,85.74456,triggerNoTarget,alwaysOpen,free,gesture,1
0756,triggerInteraction,87.08158,triggerNoTarget,alwaysOpen,free,gesture,1
0756,triggerInteraction,88.12868,RotationHandle,alwaysOpen,free,gesture,1
