UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
236437,triggerInteraction,9.808901,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,11.12208,triggerOnObject,alwaysOpen,free,touchpads,1
236437,navigation,11.54723,touchpadMoveObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,12.53744,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,16.15799,triggerOnObject,alwaysOpen,free,touchpads,1
236437,navigation,18.88899,touchpadRotateStage,alwaysOpen,free,touchpads,1
236437,triggerInteraction,19.90199,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,20.60439,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,21.47882,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,22.39736,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,24.168,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,26.24591,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,27.65478,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,29.1835,RotationHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,33.47404,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
236437,navigation,33.74409,touchpadScaleStage,alwaysOpen,free,touchpads,1
236437,triggerInteraction,35.02686,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,36.30999,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,37.07211,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,37.87969,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,38.39875,stage,alwaysOpen,free,touchpads,1
236437,triggerInteraction,38.99459,stage,alwaysOpen,free,touchpads,1
236437,navigation,39.21618,touchpadMoveObject,alwaysOpen,free,touchpads,1
236437,navigation,39.53585,touchpadMoveObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,40.09881,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,40.99459,stage,alwaysOpen,free,touchpads,1
236437,triggerInteraction,42.16286,RotationHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,45.73612,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,46.73774,RotationHandle,alwaysOpen,free,touchpads,1
236437,triggerInteraction,48.99916,triggerOnObject,alwaysOpen,free,touchpads,1
236437,triggerInteraction,50.16828,triggerOnObject,alwaysOpen,free,touchpads,1
