UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
3267,triggerInteraction,11.56994,triggerOnObject,alwaysOpen,free,touchpads,1
3267,triggerInteraction,12.62656,triggerNoTarget,alwaysOpen,free,touchpads,1
3267,triggerInteraction,13.33201,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,16.2523,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,18.64952,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,20.91442,stage,alwaysOpen,free,touchpads,1
3267,triggerInteraction,23.44318,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,25.9736,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,28.46998,triggerOnObject,alwaysOpen,free,touchpads,1
3267,triggerInteraction,30.49765,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,33.15091,triggerOnObject,alwaysOpen,free,touchpads,1
3267,triggerInteraction,33.79193,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,35.13683,triggerOnObject,alwaysOpen,free,touchpads,1
3267,triggerInteraction,36.46343,RotationHandle,alwaysOpen,free,touchpads,1
3267,triggerInteraction,61.48825,RotationHandle,alwaysOpen,free,touchpads,1
3267,navigation,64.08058,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,64.99376,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,65.45392,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,75.1312,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,triggerInteraction,77.92287,triggerOnObject,alwaysOpen,free,touchpads,1
3267,navigation,78.68501,touchpadMoveObject,alwaysOpen,free,touchpads,1
3267,navigation,79.04688,touchpadMoveObject,alwaysOpen,free,touchpads,1
3267,navigation,79.4127,touchpadMoveObject,alwaysOpen,free,touchpads,1
3267,navigation,80.81149,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,81.22093,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,triggerInteraction,81.87235,RotationHandle,alwaysOpen,free,touchpads,1
3267,navigation,83.66019,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,83.95488,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,navigation,85.36507,touchpadRotateStage,alwaysOpen,free,touchpads,1
3267,triggerInteraction,90.58016,triggerOnObject,alwaysOpen,free,touchpads,1
3267,navigation,91.00031,touchpadMoveObject,alwaysOpen,free,touchpads,1
3267,navigation,91.38673,touchpadMoveObject,alwaysOpen,free,touchpads,1
