UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
436546,triggerInteraction,10.18417,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,10.89429,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,14.45536,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,19.65947,stage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,21.35992,RotationHandle,alwaysOpen,free,touchpads,1
436546,navigation,24.58203,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,25.05243,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,25.61395,RotationHandle,alwaysOpen,free,touchpads,1
436546,navigation,29.17909,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,29.53243,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,29.81714,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,30.30283,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,33.77446,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,36.08932,stage,alwaysOpen,free,touchpads,1
436546,navigation,36.48663,touchpadMoveObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,37.33796,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,45.18927,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,46.25943,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,62.39191,triggerOnObject,alwaysOpen,free,touchpads,1
436546,navigation,64.01797,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,64.38258,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,65.00214,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,68.12753,stage,alwaysOpen,free,touchpads,1
436546,navigation,68.48148,touchpadMoveObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,74.52876,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,92.72198,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,97.47426,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,99.43862,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,102.3712,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,105.3924,triggerNoTarget,alwaysOpen,free,touchpads,1
436546,triggerInteraction,106.1206,RotationHandle,alwaysOpen,free,touchpads,1
436546,navigation,107.5108,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,107.8711,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,108.1584,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,108.4461,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,109.0748,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,112.244,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,113.78,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,114.9386,RotationHandle,alwaysOpen,free,touchpads,1
436546,navigation,115.9534,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,116.285,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,116.5946,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,116.8701,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,117.4212,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,118.9671,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,120.6861,RotationHandle,alwaysOpen,free,touchpads,1
436546,navigation,121.1586,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,121.5237,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,121.7889,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,navigation,122.1199,touchpadRotateStage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,122.638,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,123.212,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,123.809,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,124.7907,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,125.875,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,131.0906,triggerOnObject,alwaysOpen,free,touchpads,1
436546,navigation,131.5874,touchpadMoveObject,alwaysOpen,free,touchpads,1
436546,navigation,131.9547,touchpadMoveObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,132.8293,triggerOnObject,alwaysOpen,free,touchpads,1
436546,navigation,133.1836,touchpadMoveObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,134.0536,stage,alwaysOpen,free,touchpads,1
436546,triggerInteraction,135.3732,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,142.8429,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,148.3084,triggerOnObject,alwaysOpen,free,touchpads,1
436546,triggerInteraction,151.6232,RotationHandle,alwaysOpen,free,touchpads,1
436546,triggerInteraction,152.9925,triggerOnObject,alwaysOpen,free,touchpads,1
436546,navigation,153.3329,touchpadMoveObject,alwaysOpen,free,touchpads,1
