UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
56858,touchpad,8.20265,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,8.611689,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,8.985462,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,9.916391,stage,alwaysOpen,free,touchpads,1
56858,touchpad,10.57852,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,11.11067,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,11.22083,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,11.5389,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,11.78232,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,12.61294,triggerOnObject,alwaysOpen,free,touchpads,1
56858,touchpad,13.44674,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,14.16168,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,14.51301,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,15.08548,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,16.34829,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,17.68881,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,19.23293,stage,alwaysOpen,free,touchpads,1
56858,touchpad,19.50358,touchpadMoveObject,alwaysOpen,free,touchpads,1
56858,touchpad,19.94698,touchpadMoveObject,alwaysOpen,free,touchpads,1
56858,triggerInteraction,21.18266,triggerOnObject,alwaysOpen,free,touchpads,1
56858,triggerInteraction,22.43058,RotationHandle,alwaysOpen,free,touchpads,1
56858,triggerInteraction,25.23545,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
56858,triggerInteraction,26.38466,nonUniformScaleHandle,alwaysOpen,free,touchpads,1
56858,touchpad,28.15751,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,28.50712,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,28.93083,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,29.05181,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,29.55412,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,29.90605,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,30.27097,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,31.49096,triggerOnObject,alwaysOpen,free,touchpads,1
56858,triggerInteraction,34.13829,triggerOnObject,alwaysOpen,free,touchpads,1
56858,triggerInteraction,36.27616,RotationHandle,alwaysOpen,free,touchpads,1
56858,touchpad,38.53899,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,38.70926,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,39.05273,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,39.74589,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,41.68282,triggerOnObject,alwaysOpen,free,touchpads,1
56858,touchpad,42.80501,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,43.46285,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,44.724,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,45.17422,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,47.26698,triggerOnObject,alwaysOpen,free,touchpads,1
56858,touchpad,47.61798,touchpadMoveObject,alwaysOpen,free,touchpads,1
56858,touchpad,49.05947,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,49.59154,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,50.86151,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,53.47459,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,53.78498,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,touchpad,54.07067,touchpadRotateStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,56.25408,triggerOnObject,alwaysOpen,free,touchpads,1
56858,touchpad,56.79567,touchpadMoveObject,alwaysOpen,free,touchpads,1
56858,touchpad,57.2497,touchpadMoveObject,alwaysOpen,free,touchpads,1
56858,touchpad,59.47283,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,59.86741,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,touchpad,61.85312,touchpadScaleStage,alwaysOpen,free,touchpads,1
56858,triggerInteraction,64.12209,triggerOnObject,alwaysOpen,free,touchpads,1
