UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
ewyr,triggerInteraction,6.495737,triggerOnObject,alwaysOpen,free,touchpads,1
