UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
389960-76,triggerInteraction,7.567962,triggerOnObject,alwaysOpen,free,touchpads,1
