UserID, General Type of Interaction, Time, Specific Type of Interaction, Settings Selection Mode, Stage movement, stage rotation and scaling, session number 
64634,triggerInteraction,8.393028,triggerOnObject,alwaysOpen,free,touchpads,1
64634,triggerInteraction,9.588614,RotationHandle,alwaysOpen,free,touchpads,1
64634,triggerInteraction,11.76197,RotationHandle,alwaysOpen,free,touchpads,1
64634,triggerInteraction,13.30848,stage,alwaysOpen,free,touchpads,1
64634,triggerInteraction,15.09987,triggerOnObject,alwaysOpen,free,touchpads,1
64634,triggerInteraction,15.86149,RotationHandle,alwaysOpen,free,touchpads,1
64634,triggerInteraction,19.42563,RotationHandle,alwaysOpen,free,touchpads,1
64634,navigation,26.07523,touchpadRotateStage,alwaysOpen,free,touchpads,1
64634,navigation,26.8136,touchpadRotateStage,alwaysOpen,free,touchpads,1
64634,navigation,27.13209,touchpadRotateStage,alwaysOpen,free,touchpads,1
64634,navigation,27.43995,touchpadRotateStage,alwaysOpen,free,touchpads,1
64634,navigation,28.9589,touchpadRotateStage,alwaysOpen,free,touchpads,1
64634,triggerInteraction,31.23211,triggerOnObject,alwaysOpen,free,touchpads,1
